Iteration, Temperature, Current, Candidate, BCandidate, Best
147002, 289.8816, 1443, 1482, 923, 908
150503, 289.8816, 1414, 1411, 923, 908
154004, 289.8816, 1334, 1363, 923, 908
157505, 289.8816, 1296, 1313, 923, 908
161006, 289.8816, 1358, 1359, 923, 908
164507, 289.8816, 1418, 1407, 923, 908
168008, 289.8816, 1413, 1412, 923, 908
171509, 289.8816, 1448, 1418, 923, 908
175000, 288.4322, 1230, 1215, 923, 908
178501, 288.4322, 1375, 1390, 923, 908
182002, 288.4322, 1374, 1388, 923, 908
185503, 288.4322, 1557, 1524, 923, 908
189004, 288.4322, 1394, 1396, 923, 908
192505, 288.4322, 1402, 1370, 923, 908
196006, 288.4322, 1322, 1325, 923, 908
199507, 288.4322, 1409, 1389, 923, 908
203008, 288.4322, 1453, 1436, 923, 908
206509, 288.4322, 1331, 1330, 923, 908
210000, 286.9901, 1394, 1423, 923, 908
213501, 286.9901, 1348, 1379, 923, 908
217002, 286.9901, 1377, 1421, 923, 908
220503, 286.9901, 1323, 1347, 923, 908
224004, 286.9901, 1479, 1502, 923, 908
227505, 286.9901, 1486, 1445, 923, 908
231006, 286.9901, 1340, 1351, 923, 908
234507, 286.9901, 1321, 1326, 923, 908
238008, 286.9901, 1454, 1412, 923, 908
241509, 286.9901, 1395, 1373, 923, 908
245000, 285.5551, 1400, 1435, 923, 908
248501, 285.5551, 1299, 1264, 923, 908
252002, 285.5551, 1303, 1328, 923, 908
255503, 285.5551, 1387, 1402, 923, 908
259004, 285.5551, 1273, 1230, 923, 908
262505, 285.5551, 1396, 1386, 923, 908
266006, 285.5551, 1191, 1227, 923, 908
269507, 285.5551, 1344, 1369, 923, 908
273008, 285.5551, 1360, 1292, 923, 908
276509, 285.5551, 1333, 1317, 923, 908
280000, 284.1274, 1425, 1400, 923, 908
283501, 284.1274, 1365, 1380, 923, 908
287002, 284.1274, 1294, 1296, 923, 908
290503, 284.1274, 1403, 1393, 923, 908
294004, 284.1274, 1487, 1487, 923, 908
297505, 284.1274, 1454, 1419, 923, 908
301006, 284.1274, 1333, 1411, 923, 908
304507, 284.1274, 1505, 1446, 923, 908
308008, 284.1274, 1229, 1280, 923, 908
311509, 284.1274, 1422, 1419, 923, 908
315000, 282.7067, 1356, 1363, 923, 908
318501, 282.7067, 1392, 1431, 923, 908
322002, 282.7067, 1353, 1353, 923, 908
325503, 282.7067, 1466, 1484, 923, 908
329004, 282.7067, 1341, 1359, 923, 908
332505, 282.7067, 1375, 1372, 923, 908
336006, 282.7067, 1382, 1429, 923, 908
339507, 282.7067, 1463, 1483, 923, 908
343008, 282.7067, 1362, 1377, 923, 908
346509, 282.7067, 1482, 1489, 923, 908
350000, 281.2932, 1414, 1390, 923, 908
353501, 281.2932, 1416, 1431, 923, 908
357002, 281.2932, 1335, 1377, 923, 908
360503, 281.2932, 1227, 1254, 923, 908
364004, 281.2932, 1466, 1458, 923, 908
367505, 281.2932, 1446, 1528, 923, 908
371006, 281.2932, 1475, 1483, 923, 908
374507, 281.2932, 1425, 1396, 923, 908
378008, 281.2932, 1444, 1438, 923, 908
381509, 281.2932, 1374, 1356, 923, 908
385000, 279.8867, 1410, 1368, 923, 908
388501, 279.8867, 1350, 1295, 923, 908
392002, 279.8867, 1412, 1423, 923, 908
395503, 279.8867, 1388, 1411, 923, 908
399004, 279.8867, 1456, 1432, 923, 908
402505, 279.8867, 1471, 1465, 923, 908
406006, 279.8867, 1388, 1384, 923, 908
409507, 279.8867, 1460, 1489, 923, 908
413008, 279.8867, 1414, 1477, 923, 908
416509, 279.8867, 1408, 1283, 923, 908
420000, 278.4873, 1343, 1427, 923, 908
423501, 278.4873, 1202, 1221, 923, 908
427002, 278.4873, 1443, 1423, 923, 908
430503, 278.4873, 1403, 1394, 923, 908
434004, 278.4873, 1367, 1315, 923, 908
437505, 278.4873, 1318, 1321, 923, 908
441006, 278.4873, 1256, 1274, 923, 908
444507, 278.4873, 1473, 1459, 923, 908
448008, 278.4873, 1480, 1468, 923, 908
451509, 278.4873, 1331, 1328, 923, 908
455000, 277.0948, 1346, 1388, 923, 908
458501, 277.0948, 1349, 1318, 923, 908
462002, 277.0948, 1483, 1420, 923, 908
465503, 277.0948, 1407, 1384, 923, 908
469004, 277.0948, 1355, 1344, 923, 908
472505, 277.0948, 1412, 1414, 923, 908
476006, 277.0948, 1312, 1339, 923, 908
479507, 277.0948, 1336, 1336, 923, 908
483008, 277.0948, 1269, 1269, 923, 908
486509, 277.0948, 1429, 1411, 923, 908
490000, 275.7094, 1466, 1469, 923, 908
493501, 275.7094, 1426, 1441, 923, 908
497002, 275.7094, 1414, 1389, 923, 908
500503, 275.7094, 1273, 1310, 923, 908
504004, 275.7094, 1403, 1445, 923, 908
507505, 275.7094, 1431, 1420, 923, 908
511006, 275.7094, 1475, 1447, 923, 908
514507, 275.7094, 1273, 1337, 923, 908
518008, 275.7094, 1387, 1373, 923, 908
521509, 275.7094, 1409, 1403, 923, 908
525000, 274.3308, 1404, 1399, 923, 908
528501, 274.3308, 1415, 1470, 923, 908
532002, 274.3308, 1400, 1394, 923, 908
535503, 274.3308, 1370, 1373, 923, 908
539004, 274.3308, 1349, 1370, 923, 908
542505, 274.3308, 1367, 1445, 923, 908
546006, 274.3308, 1374, 1373, 923, 908
549507, 274.3308, 1402, 1422, 923, 908
553008, 274.3308, 1319, 1302, 923, 908
556509, 274.3308, 1315, 1398, 923, 908
560000, 272.9592, 1374, 1327, 923, 908
563501, 272.9592, 1414, 1457, 923, 908
567002, 272.9592, 1389, 1391, 923, 908
570503, 272.9592, 1320, 1327, 923, 908
574004, 272.9592, 1381, 1356, 923, 908
577505, 272.9592, 1400, 1400, 923, 908
581006, 272.9592, 1303, 1333, 923, 908
584507, 272.9592, 1404, 1442, 923, 908
588008, 272.9592, 1277, 1246, 923, 908
591509, 272.9592, 1493, 1446, 923, 908
595000, 271.5944, 1451, 1474, 923, 908
598501, 271.5944, 1261, 1347, 923, 908
602002, 271.5944, 1398, 1392, 923, 908
605503, 271.5944, 1278, 1345, 923, 908
609004, 271.5944, 1392, 1401, 923, 908
612505, 271.5944, 1329, 1311, 923, 908
616006, 271.5944, 1314, 1307, 923, 908
619507, 271.5944, 1505, 1546, 923, 908
623008, 271.5944, 1276, 1277, 923, 908
626509, 271.5944, 1321, 1279, 923, 908
630000, 270.2364, 1423, 1415, 923, 908
633501, 270.2364, 1467, 1474, 923, 908
637002, 270.2364, 1404, 1406, 923, 908
640503, 270.2364, 1435, 1467, 923, 908
644004, 270.2364, 1379, 1403, 923, 908
647505, 270.2364, 1469, 1461, 923, 908
651006, 270.2364, 1346, 1332, 923, 908
654507, 270.2364, 1185, 1266, 923, 908
658008, 270.2364, 1475, 1465, 923, 908
661509, 270.2364, 1304, 1328, 923, 908
665000, 268.8852, 1321, 1347, 923, 908
668501, 268.8852, 1396, 1401, 923, 908
672002, 268.8852, 1425, 1414, 923, 908
675503, 268.8852, 1486, 1436, 923, 908
679004, 268.8852, 1308, 1272, 923, 908
682505, 268.8852, 1289, 1275, 923, 908
686006, 268.8852, 1236, 1242, 923, 908
689507, 268.8852, 1425, 1431, 923, 908
693008, 268.8852, 1406, 1442, 923, 908
696509, 268.8852, 1394, 1390, 923, 908
700000, 267.5408, 1439, 1445, 923, 908
703501, 267.5408, 1392, 1347, 923, 908
707002, 267.5408, 1194, 1194, 923, 908
710503, 267.5408, 1451, 1453, 923, 908
714004, 267.5408, 1344, 1334, 923, 908
717505, 267.5408, 1352, 1377, 923, 908
721006, 267.5408, 1490, 1492, 923, 908
724507, 267.5408, 1419, 1412, 923, 908
728008, 267.5408, 1411, 1363, 923, 908
731509, 267.5408, 1373, 1347, 923, 908
735000, 266.2031, 1377, 1358, 923, 908
738501, 266.2031, 1358, 1376, 923, 908
742002, 266.2031, 1332, 1303, 923, 908
745503, 266.2031, 1347, 1355, 923, 908
749004, 266.2031, 1372, 1371, 923, 908
752505, 266.2031, 1396, 1393, 923, 908
756006, 266.2031, 1443, 1421, 923, 908
759507, 266.2031, 1369, 1433, 923, 908
763008, 266.2031, 1357, 1303, 923, 908
766509, 266.2031, 1327, 1315, 923, 908
770000, 264.8721, 1355, 1412, 923, 908
773501, 264.8721, 1389, 1393, 923, 908
777002, 264.8721, 1435, 1422, 923, 908
780503, 264.8721, 1301, 1373, 923, 908
784004, 264.8721, 1344, 1356, 923, 908
787505, 264.8721, 1373, 1313, 923, 908
791006, 264.8721, 1341, 1347, 923, 908
794507, 264.8721, 1321, 1396, 923, 908
798008, 264.8721, 1362, 1362, 923, 908
801509, 264.8721, 1343, 1341, 923, 908
805000, 263.5477, 1523, 1496, 923, 908
808501, 263.5477, 1378, 1344, 923, 908
812002, 263.5477, 1520, 1439, 923, 908
815503, 263.5477, 1457, 1513, 923, 908
819004, 263.5477, 1382, 1343, 923, 908
822505, 263.5477, 1421, 1389, 923, 908
826006, 263.5477, 1369, 1373, 923, 908
829507, 263.5477, 1363, 1266, 923, 908
833008, 263.5477, 1322, 1354, 923, 908
836509, 263.5477, 1436, 1424, 923, 908
840000, 262.2300, 1312, 1345, 923, 908
843501, 262.2300, 1379, 1380, 923, 908
847002, 262.2300, 1490, 1526, 923, 908
850503, 262.2300, 1360, 1381, 923, 908
854004, 262.2300, 1500, 1505, 923, 908
857505, 262.2300, 1357, 1334, 923, 908
861006, 262.2300, 1490, 1486, 923, 908
864507, 262.2300, 1375, 1329, 923, 908
868008, 262.2300, 1342, 1338, 923, 908
871509, 262.2300, 1328, 1330, 923, 908
875000, 260.9188, 1404, 1392, 923, 908
878501, 260.9188, 1420, 1517, 923, 908
882002, 260.9188, 1433, 1418, 923, 908
885503, 260.9188, 1436, 1541, 923, 908
889004, 260.9188, 1386, 1353, 923, 908
892505, 260.9188, 1340, 1395, 923, 908
896006, 260.9188, 1459, 1529, 923, 908
899507, 260.9188, 1199, 1261, 923, 908
903008, 260.9188, 1317, 1333, 923, 908
906509, 260.9188, 1288, 1384, 923, 908
910000, 259.6142, 1378, 1382, 923, 908
913501, 259.6142, 1422, 1421, 923, 908
917002, 259.6142, 1324, 1338, 923, 908
920503, 259.6142, 1347, 1323, 923, 908
924004, 259.6142, 1309, 1297, 923, 908
927505, 259.6142, 1244, 1234, 923, 908
931006, 259.6142, 1475, 1506, 923, 908
934507, 259.6142, 1391, 1396, 923, 908
938008, 259.6142, 1345, 1332, 923, 908
941509, 259.6142, 1359, 1342, 923, 908
945000, 258.3162, 1353, 1336, 923, 908
948501, 258.3162, 1368, 1396, 923, 908
952002, 258.3162, 1315, 1345, 923, 908
955503, 258.3162, 1275, 1283, 923, 908
959004, 258.3162, 1499, 1464, 923, 908
962505, 258.3162, 1474, 1464, 923, 908
966006, 258.3162, 1430, 1418, 923, 908
969507, 258.3162, 1289, 1250, 923, 908
973008, 258.3162, 1516, 1448, 923, 908
976509, 258.3162, 1352, 1367, 923, 908
980000, 257.0246, 1348, 1298, 923, 908
983501, 257.0246, 1431, 1480, 923, 908
987002, 257.0246, 1339, 1298, 923, 908
990503, 257.0246, 1410, 1401, 923, 908
994004, 257.0246, 1512, 1467, 923, 908
997505, 257.0246, 1435, 1455, 923, 908
1001006, 257.0246, 1441, 1473, 923, 908
1004507, 257.0246, 1478, 1504, 923, 908
1008008, 257.0246, 1434, 1496, 923, 908
1011509, 257.0246, 1280, 1257, 923, 908
1015000, 255.7395, 1285, 1274, 923, 908
1018501, 255.7395, 1367, 1376, 923, 908
1022002, 255.7395, 1428, 1446, 923, 908
1025503, 255.7395, 1393, 1397, 923, 908
1029004, 255.7395, 1333, 1389, 923, 908
1032505, 255.7395, 1410, 1410, 923, 908
1036006, 255.7395, 1431, 1466, 923, 908
1039507, 255.7395, 1493, 1474, 923, 908
1043008, 255.7395, 1351, 1356, 923, 908
1046509, 255.7395, 1370, 1355, 923, 908
1050000, 254.4608, 1299, 1309, 923, 908
1053501, 254.4608, 1267, 1281, 923, 908
1057002, 254.4608, 1444, 1447, 923, 908
1060503, 254.4608, 1400, 1434, 923, 908
1064004, 254.4608, 1430, 1431, 923, 908
1067505, 254.4608, 1361, 1339, 923, 908
1071006, 254.4608, 1307, 1315, 923, 908
1074507, 254.4608, 1441, 1429, 923, 908
1078008, 254.4608, 1409, 1412, 923, 908
1081509, 254.4608, 1422, 1415, 923, 908
1085000, 253.1885, 1313, 1431, 923, 908
1088501, 253.1885, 1447, 1457, 923, 908
1092002, 253.1885, 1435, 1357, 923, 908
1095503, 253.1885, 1285, 1293, 923, 908
1099004, 253.1885, 1365, 1352, 923, 908
1102505, 253.1885, 1442, 1411, 923, 908
1106006, 253.1885, 1341, 1332, 923, 908
1109507, 253.1885, 1388, 1417, 923, 908
1113008, 253.1885, 1250, 1252, 923, 908
1116509, 253.1885, 1455, 1446, 923, 908
1120000, 251.9225, 1392, 1337, 923, 908
1123501, 251.9225, 1322, 1313, 923, 908
1127002, 251.9225, 1442, 1409, 923, 908
1130503, 251.9225, 1331, 1321, 923, 908
1134004, 251.9225, 1312, 1353, 923, 908
1137505, 251.9225, 1377, 1395, 923, 908
1141006, 251.9225, 1378, 1379, 923, 908
1144507, 251.9225, 1454, 1478, 923, 908
1148008, 251.9225, 1422, 1404, 923, 908
1151509, 251.9225, 1364, 1370, 923, 908
1155000, 250.6629, 1361, 1339, 923, 908
1158501, 250.6629, 1523, 1479, 923, 908
1162002, 250.6629, 1506, 1476, 923, 908
1165503, 250.6629, 1322, 1323, 923, 908
1169004, 250.6629, 1436, 1437, 923, 908
1172505, 250.6629, 1470, 1478, 923, 908
1176006, 250.6629, 1330, 1365, 923, 908
1179507, 250.6629, 1332, 1383, 923, 908
1183008, 250.6629, 1359, 1300, 923, 908
1186509, 250.6629, 1393, 1382, 923, 908
1190000, 249.4096, 1308, 1370, 923, 908
1193501, 249.4096, 1270, 1285, 923, 908
1197002, 249.4096, 1336, 1316, 923, 908
1200503, 249.4096, 1313, 1343, 923, 908
1204004, 249.4096, 1331, 1323, 923, 908
1207505, 249.4096, 1475, 1501, 923, 908
1211006, 249.4096, 1406, 1339, 923, 908
1214507, 249.4096, 1358, 1353, 923, 908
1218008, 249.4096, 1347, 1427, 923, 908
1221509, 249.4096, 1375, 1354, 923, 908
1225000, 248.1625, 1333, 1396, 923, 908
1228501, 248.1625, 1446, 1305, 923, 908
1232002, 248.1625, 1424, 1428, 923, 908
1235503, 248.1625, 1474, 1490, 923, 908
1239004, 248.1625, 1347, 1344, 923, 908
1242505, 248.1625, 1276, 1300, 923, 908
1246006, 248.1625, 1386, 1395, 923, 908
1249507, 248.1625, 1380, 1346, 923, 908
1253008, 248.1625, 1426, 1387, 923, 908
1256509, 248.1625, 1470, 1390, 923, 908
1260000, 246.9217, 1227, 1248, 923, 908
1263501, 246.9217, 1417, 1396, 923, 908
1267002, 246.9217, 1397, 1468, 923, 908
1270503, 246.9217, 1311, 1324, 923, 908
1274004, 246.9217, 1475, 1461, 923, 908
1277505, 246.9217, 1382, 1382, 923, 908
1281006, 246.9217, 1526, 1456, 923, 908
1284507, 246.9217, 1395, 1415, 923, 908
1288008, 246.9217, 1348, 1310, 923, 908
1291509, 246.9217, 1390, 1437, 923, 908
1295000, 245.6871, 1369, 1395, 923, 908
1298501, 245.6871, 1308, 1277, 923, 908
1302002, 245.6871, 1420, 1417, 923, 908
1305503, 245.6871, 1349, 1314, 923, 908
1309004, 245.6871, 1378, 1407, 923, 908
1312505, 245.6871, 1420, 1447, 923, 908
1316006, 245.6871, 1363, 1365, 923, 908
1319507, 245.6871, 1511, 1515, 923, 908
1323008, 245.6871, 1323, 1328, 923, 908
1326509, 245.6871, 1300, 1315, 923, 908
1330000, 244.4587, 1435, 1445, 923, 908
1333501, 244.4587, 1348, 1304, 923, 908
1337002, 244.4587, 1352, 1341, 923, 908
1340503, 244.4587, 1452, 1487, 923, 908
1344004, 244.4587, 1347, 1346, 923, 908
1347505, 244.4587, 1378, 1416, 923, 908
1351006, 244.4587, 1318, 1310, 923, 908
1354507, 244.4587, 1471, 1428, 923, 908
1358008, 244.4587, 1336, 1325, 923, 908
1361509, 244.4587, 1420, 1364, 923, 908
1365000, 243.2364, 1363, 1366, 923, 908
1368501, 243.2364, 1361, 1363, 923, 908
1372002, 243.2364, 1371, 1370, 923, 908
1375503, 243.2364, 1417, 1416, 923, 908
1379004, 243.2364, 1382, 1400, 923, 908
1382505, 243.2364, 1388, 1395, 923, 908
1386006, 243.2364, 1415, 1418, 923, 908
1389507, 243.2364, 1307, 1295, 923, 908
1393008, 243.2364, 1466, 1538, 923, 908
1396509, 243.2364, 1505, 1503, 923, 908
1400000, 242.0202, 1355, 1351, 923, 908
1403501, 242.0202, 1438, 1402, 923, 908
1407002, 242.0202, 1345, 1347, 923, 908
1410503, 242.0202, 1400, 1370, 923, 908
1414004, 242.0202, 1443, 1474, 923, 908
1417505, 242.0202, 1361, 1462, 923, 908
1421006, 242.0202, 1263, 1258, 923, 908
1424507, 242.0202, 1427, 1464, 923, 908
1428008, 242.0202, 1324, 1334, 923, 908
1431509, 242.0202, 1492, 1459, 923, 908
1435000, 240.8101, 1467, 1455, 923, 908
1438501, 240.8101, 1280, 1279, 923, 908
1442002, 240.8101, 1296, 1334, 923, 908
1445503, 240.8101, 1294, 1329, 923, 908
1449004, 240.8101, 1357, 1353, 923, 908
1452505, 240.8101, 1324, 1322, 923, 908
1456006, 240.8101, 1377, 1427, 923, 908
1459507, 240.8101, 1475, 1452, 923, 908
1463008, 240.8101, 1318, 1325, 923, 908
1466509, 240.8101, 1214, 1194, 923, 908
1470000, 239.6061, 1428, 1411, 923, 908
1473501, 239.6061, 1572, 1556, 923, 908
1477002, 239.6061, 1473, 1413, 923, 908
1480503, 239.6061, 1374, 1397, 923, 908
1484004, 239.6061, 1342, 1398, 923, 908
1487505, 239.6061, 1329, 1332, 923, 908
1491006, 239.6061, 1378, 1346, 923, 908
1494507, 239.6061, 1263, 1239, 923, 908
1498008, 239.6061, 1420, 1432, 923, 908
1501509, 239.6061, 1514, 1533, 923, 908
1505000, 238.4080, 1278, 1267, 923, 908
1508501, 238.4080, 1442, 1447, 923, 908
1512002, 238.4080, 1328, 1327, 923, 908
1515503, 238.4080, 1407, 1394, 923, 908
1519004, 238.4080, 1345, 1375, 923, 908
1522505, 238.4080, 1445, 1496, 923, 908
1526006, 238.4080, 1326, 1331, 923, 908
1529507, 238.4080, 1313, 1296, 923, 908
1533008, 238.4080, 1488, 1517, 923, 908
1536509, 238.4080, 1193, 1216, 923, 908
1540000, 237.2160, 1352, 1379, 923, 908
1543501, 237.2160, 1248, 1274, 923, 908
1547002, 237.2160, 1408, 1342, 923, 908
1550503, 237.2160, 1454, 1414, 923, 908
1554004, 237.2160, 1303, 1357, 923, 908
1557505, 237.2160, 1488, 1474, 923, 908
1561006, 237.2160, 1407, 1408, 923, 908
1564507, 237.2160, 1379, 1391, 923, 908
1568008, 237.2160, 1486, 1467, 923, 908
1571509, 237.2160, 1379, 1429, 923, 908
1575000, 236.0299, 1426, 1400, 923, 908
1578501, 236.0299, 1306, 1336, 923, 908
1582002, 236.0299, 1511, 1493, 923, 908
1585503, 236.0299, 1268, 1275, 923, 908
1589004, 236.0299, 1443, 1438, 923, 908
1592505, 236.0299, 1392, 1420, 923, 908
1596006, 236.0299, 1443, 1444, 923, 908
1599507, 236.0299, 1528, 1507, 923, 908
1603008, 236.0299, 1451, 1452, 923, 908
1606509, 236.0299, 1392, 1412, 923, 908
1610000, 234.8498, 1455, 1518, 923, 908
1613501, 234.8498, 1337, 1343, 923, 908
1617002, 234.8498, 1445, 1486, 923, 908
1620503, 234.8498, 1324, 1377, 923, 908
1624004, 234.8498, 1450, 1458, 923, 908
1627505, 234.8498, 1406, 1411, 923, 908
1631006, 234.8498, 1377, 1376, 923, 908
1634507, 234.8498, 1264, 1274, 923, 908
1638008, 234.8498, 1363, 1380, 923, 908
1641509, 234.8498, 1399, 1411, 923, 908
1645000, 233.6755, 1421, 1464, 923, 908
1648501, 233.6755, 1346, 1341, 923, 908
1652002, 233.6755, 1377, 1339, 923, 908
1655503, 233.6755, 1443, 1447, 923, 908
1659004, 233.6755, 1423, 1455, 923, 908
1662505, 233.6755, 1478, 1477, 923, 908
1666006, 233.6755, 1293, 1282, 923, 908
1669507, 233.6755, 1224, 1227, 923, 908
1673008, 233.6755, 1273, 1293, 923, 908
1676509, 233.6755, 1295, 1295, 923, 908
1680000, 232.5071, 1334, 1333, 923, 908
1683501, 232.5071, 1462, 1553, 923, 908
1687002, 232.5071, 1275, 1276, 923, 908
1690503, 232.5071, 1397, 1419, 923, 908
1694004, 232.5071, 1335, 1347, 923, 908
1697505, 232.5071, 1259, 1269, 923, 908
1701006, 232.5071, 1480, 1489, 923, 908
1704507, 232.5071, 1413, 1410, 923, 908
1708008, 232.5071, 1435, 1408, 923, 908
1711509, 232.5071, 1391, 1421, 923, 908
1715000, 231.3446, 1423, 1384, 923, 908
1718501, 231.3446, 1465, 1437, 923, 908
1722002, 231.3446, 1440, 1484, 923, 908
1725503, 231.3446, 1299, 1323, 923, 908
1729004, 231.3446, 1394, 1412, 923, 908
1732505, 231.3446, 1332, 1382, 923, 908
1736006, 231.3446, 1442, 1512, 923, 908
1739507, 231.3446, 1307, 1372, 923, 908
1743008, 231.3446, 1305, 1341, 923, 908
1746509, 231.3446, 1429, 1425, 923, 908
1750000, 230.1879, 1324, 1315, 923, 908
1753501, 230.1879, 1312, 1328, 923, 908
1757002, 230.1879, 1346, 1347, 923, 908
1760503, 230.1879, 1415, 1407, 923, 908
1764004, 230.1879, 1386, 1347, 923, 908
1767505, 230.1879, 1347, 1346, 923, 908
1771006, 230.1879, 1260, 1288, 923, 908
1774507, 230.1879, 1373, 1381, 923, 908
1778008, 230.1879, 1322, 1314, 923, 908
1781509, 230.1879, 1397, 1369, 923, 908
1785000, 229.0369, 1371, 1368, 923, 908
1788501, 229.0369, 1479, 1442, 923, 908
1792002, 229.0369, 1333, 1387, 923, 908
1795503, 229.0369, 1462, 1431, 923, 908
1799004, 229.0369, 1266, 1382, 923, 908
1802505, 229.0369, 1345, 1356, 923, 908
1806006, 229.0369, 1390, 1320, 923, 908
1809507, 229.0369, 1427, 1399, 923, 908
1813008, 229.0369, 1455, 1450, 923, 908
1816509, 229.0369, 1353, 1385, 923, 908
1820000, 227.8917, 1461, 1412, 923, 908
1823501, 227.8917, 1291, 1315, 923, 908
1827002, 227.8917, 1412, 1411, 923, 908
1830503, 227.8917, 1348, 1393, 923, 908
1834004, 227.8917, 1339, 1370, 923, 908
1837505, 227.8917, 1268, 1243, 923, 908
1841006, 227.8917, 1485, 1374, 923, 908
1844507, 227.8917, 1438, 1401, 923, 908
1848008, 227.8917, 1398, 1387, 923, 908
1851509, 227.8917, 1508, 1506, 923, 908
1855000, 226.7523, 1471, 1450, 923, 908
1858501, 226.7523, 1411, 1438, 923, 908
1862002, 226.7523, 1352, 1345, 923, 908
1865503, 226.7523, 1449, 1444, 923, 908
1869004, 226.7523, 1401, 1455, 923, 908
1872505, 226.7523, 1420, 1409, 923, 908
1876006, 226.7523, 1369, 1389, 923, 908
1879507, 226.7523, 1392, 1418, 923, 908
1883008, 226.7523, 1420, 1398, 923, 908
1886509, 226.7523, 1474, 1420, 923, 908
1890000, 225.6185, 1332, 1329, 923, 908
1893501, 225.6185, 1354, 1327, 923, 908
1897002, 225.6185, 1284, 1289, 923, 908
1900503, 225.6185, 1406, 1399, 923, 908
1904004, 225.6185, 1393, 1341, 923, 908
1907505, 225.6185, 1253, 1326, 923, 908
1911006, 225.6185, 1471, 1417, 923, 908
1914507, 225.6185, 1298, 1328, 923, 908
1918008, 225.6185, 1405, 1445, 923, 908
1921509, 225.6185, 1307, 1315, 923, 908
1925000, 224.4904, 1420, 1438, 923, 908
1928501, 224.4904, 1559, 1554, 923, 908
1932002, 224.4904, 1311, 1345, 923, 908
1935503, 224.4904, 1352, 1416, 923, 908
1939004, 224.4904, 1429, 1407, 923, 908
1942505, 224.4904, 1443, 1367, 923, 908
1946006, 224.4904, 1337, 1377, 923, 908
1949507, 224.4904, 1428, 1416, 923, 908
1953008, 224.4904, 1330, 1356, 923, 908
1956509, 224.4904, 1296, 1289, 923, 908
1960000, 223.3680, 1521, 1524, 923, 908
1963501, 223.3680, 1284, 1300, 923, 908
1967002, 223.3680, 1312, 1291, 923, 908
1970503, 223.3680, 1205, 1338, 923, 908
1974004, 223.3680, 1358, 1376, 923, 908
1977505, 223.3680, 1423, 1453, 923, 908
1981006, 223.3680, 1286, 1282, 923, 908
1984507, 223.3680, 1376, 1365, 923, 908
1988008, 223.3680, 1306, 1317, 923, 908
1991509, 223.3680, 1247, 1282, 923, 908
1995000, 222.2511, 1401, 1447, 923, 908
1998501, 222.2511, 1409, 1480, 923, 908
2002002, 222.2511, 1460, 1495, 923, 908
2005503, 222.2511, 1397, 1396, 923, 908
2009004, 222.2511, 1366, 1374, 923, 908
2012505, 222.2511, 1374, 1377, 923, 908
2016006, 222.2511, 1260, 1263, 923, 908
2019507, 222.2511, 1426, 1486, 923, 908
2023008, 222.2511, 1322, 1316, 923, 908
2026509, 222.2511, 1381, 1381, 923, 908
2030000, 221.1399, 1447, 1467, 923, 908
2033501, 221.1399, 1503, 1532, 923, 908
2037002, 221.1399, 1453, 1407, 923, 908
2040503, 221.1399, 1368, 1371, 923, 908
2044004, 221.1399, 1445, 1417, 923, 908
2047505, 221.1399, 1341, 1357, 923, 908
2051006, 221.1399, 1466, 1489, 923, 908
2054507, 221.1399, 1340, 1372, 923, 908
2058008, 221.1399, 1569, 1569, 923, 908
2061509, 221.1399, 1429, 1439, 923, 908
